Frecuencia (Hz)	volumen (dB)
2788,549805	-96,679146
2791,241455	-98,684982
2793,933105	-98,898224
2796,624756	-100,144676
2799,316406	-97,692230
2802,008057	-97,784866
2804,699707	-98,052193
2807,391357	-97,689011
2810,083008	-97,876221
2812,774658	-96,815254
2815,466309	-96,206352
2818,157959	-98,040367
2820,849609	-96,705421
2823,541260	-97,892715
2826,232910	-99,009384
2828,924561	-97,840591
2831,616211	-98,477928
2834,307861	-98,332085
2836,999512	-97,458344
2839,691162	-97,738441
2842,382813	-98,063072
2845,074463	-97,567398
2847,766113	-98,704559
2850,457764	-97,617256
2853,149414	-97,834114
2855,841064	-98,665932
2858,532715	-97,854675
2861,224365	-98,614632
2863,916016	-99,223495
2866,607666	-98,336342
2869,299316	-96,996193
2871,990967	-97,703072
2874,682617	-96,840904
2877,374268	-96,018410
2880,065918	-96,383553
2882,757568	-97,947754
2885,449219	-99,109604
2888,140869	-100,175980
2890,832520	-97,842957
2893,524170	-98,558815
2896,215820	-98,681564
2898,907471	-98,408386
2901,599121	-98,201881
2904,290771	-97,172333
2906,982422	-99,686119
2909,674072	-97,822166
2912,365723	-97,476868
2915,057373	-97,356255
2917,749023	-99,726219
2920,440674	-98,030472
2923,132324	-99,299767
2925,823975	-98,026634
2928,515625	-97,761086
2931,207275	-98,671585
2933,898926	-98,452980
2936,590576	-98,405403
2939,282227	-97,253906
2941,973877	-98,261131
2944,665527	-95,702599
2947,357178	-97,124519
2950,048828	-98,341675
2952,740479	-99,009285
2955,432129	-96,584976
2958,123779	-99,690926
2960,815430	-100,857018
2963,507080	-101,734818
2966,198730	-98,944237
2968,890381	-99,614815
2971,582031	-99,193810
2974,273682	-99,233681
2976,965332	-98,497925
2979,656982	-98,118484
2982,348633	-100,573891
2985,040283	-100,136238
2987,731934	-98,820923
2990,423584	-99,616722
2993,115234	-99,156342
2995,806885	-100,001808
2998,498535	-97,248985
3001,190186	-97,190445
3003,881836	-98,646706
3006,573486	-97,525642
3009,265137	-99,744530
3011,956787	-98,460854
3014,648438	-99,644646
3017,340088	-99,524155
3020,031738	-98,644890
3022,723389	-98,683350
3025,415039	-100,983711
3028,106689	-100,654533
3030,798340	-99,529266
3033,489990	-101,426857
3036,181641	-99,486984
3038,873291	-99,187790
3041,564941	-98,794998
3044,256592	-99,989799
3046,948242	-99,260101
3049,639893	-100,726387
3052,331543	-99,292358
3055,023193	-98,803276
3057,714844	-99,728775
3060,406494	-100,308273
3063,098145	-99,634193
3065,789795	-100,070183
3068,481445	-100,556351
3071,173096	-98,899475
3073,864746	-100,369415
3076,556396	-99,023659
3079,248047	-100,400002
3081,939697	-100,603630
3084,631348	-100,048676
3087,322998	-101,066269
3090,014648	-100,662819
3092,706299	-98,640221
3095,397949	-100,259628
3098,089600	-100,008507
3100,781250	-99,875557
3103,472900	-98,549614
3106,164551	-99,902168
3108,856201	-100,800461
3111,547852	-99,787476
3114,239502	-100,043694
3116,931152	-97,345184
3119,622803	-95,656845
3122,314453	-100,115501
3125,006104	-101,973312
3127,697754	-100,717628
3130,389404	-101,603622
3133,081055	-101,540535
3135,772705	-100,378098
3138,464355	-100,525146
3141,156006	-100,381401
3143,847656	-100,322113
3146,539307	-100,011703
3149,230957	-100,387001
3151,922607	-100,436638
3154,614258	-99,662170
3157,305908	-98,844902
3159,997559	-98,680435
3162,689209	-100,008125
3165,380859	-99,901970
3168,072510	-99,822250
3170,764160	-99,084457
3173,455811	-101,662689
3176,147461	-100,302383
3178,839111	-99,056755
3181,530762	-100,843727
3184,222412	-100,675919
3186,914063	-99,969177
3189,605713	-100,275856
